x_hat_0,x_hat_1,x_hat_2,x_hat_3,x_hat_4,x_hat_5
1.79258,-8.11985,3.14573,2.4139,2.97274,0.0893564
2.01643,-7.81846,3.14268,2.33992,3.0447,0.098774
2.21078,-7.5614,3.12378,2.00427,2.66397,0.115373
2.38047,-7.30025,3.12615,1.89323,2.62664,0.135252
2.47219,-7.04664,3.16108,1.61143,2.34841,0.313255
2.55407,-6.84274,3.2018,1.30992,1.93403,0.542316
2.67994,-6.68466,3.2551,1.25128,1.75522,0.883751
2.74068,-6.57768,3.36854,1.06577,1.42579,1.29591
2.81539,-6.4686,3.49068,0.886729,1.14513,1.59036
2.83392,-6.36537,3.71156,0.80618,1.04385,2.09837
2.80678,-6.33486,3.96705,0.670818,0.876345,2.46817
2.83949,-6.25193,4.24535,0.571836,0.776289,2.58545
2.92389,-6.18189,4.53014,0.592316,0.74268,2.96144
2.95478,-6.11536,4.81268,0.520945,0.625902,3.06422
2.92987,-6.06605,5.12588,0.400901,0.522,2.89751
2.93614,-6.06069,5.38249,0.382284,0.476071,3.02235
2.93649,-6.05747,5.67925,0.347667,0.43699,2.89446
2.98968,-6.03259,5.95572,0.296699,0.357541,2.58267
2.99024,-6.01943,6.25555,0.267463,0.315295,2.56109
3.0017,-5.99309,6.49317,0.247897,0.321608,2.08861
2.99457,-5.97155,6.69247,0.244714,0.326613,1.898
2.93438,-5.98208,6.83959,0.146077,0.242306,1.6426
2.92094,-6.01152,6.96794,0.116162,0.230004,1.30517
2.94038,-6.02888,7.08812,0.162761,0.296221,1.10571
2.92837,-6.05968,7.21072,0.174561,0.389855,0.856252
2.91192,-6.0137,7.27585,0.135027,0.446766,0.672126
2.93272,-5.99887,7.26921,0.195333,0.674938,0.527029
2.91047,-5.94601,7.27521,0.232562,1.03243,0.462945
2.94216,-5.81412,7.33589,0.279251,1.3616,0.504899
2.89489,-5.72655,7.41055,0.266542,1.64768,0.600816
2.91475,-5.53552,7.4274,0.308194,1.99367,0.58653
2.88979,-5.3376,7.44728,0.282873,2.16135,0.539531
2.99542,-5.13565,7.46343,0.420513,2.61074,0.506259
2.98895,-4.82289,7.50826,0.317383,2.58161,0.481904
2.98116,-4.54678,7.49259,0.318255,3.0199,0.402504
3.00309,-4.16492,7.5238,0.267492,3.32402,0.372531
2.99672,-3.8609,7.52364,0.110716,3.25592,0.351845
2.98205,-3.5695,7.54792,-0.0670111,3.55341,0.356249
2.9987,-3.22202,7.53375,-0.281448,3.70294,0.324944
2.94298,-2.82014,7.54344,-0.543858,3.6217,0.313036
2.86758,-2.42545,7.53851,-0.89876,4.05687,0.300194
2.79225,-2.06978,7.55679,-1.12393,3.8179,0.31051
2.6807,-1.68421,7.60452,-1.57039,4.21898,0.307262
2.50117,-1.27045,7.61416,-1.97633,4.34013,0.256588
2.24732,-0.851179,7.63253,-2.2145,4.15244,0.228046
2.03872,-0.446666,7.67597,-2.66678,4.52293,0.26098
1.78281,-0.00888409,7.71429,-2.97553,4.64143,0.251402
1.44043,0.467342,7.74408,-3.07099,4.45493,0.221351
1.10904,0.894295,7.71872,-3.55911,4.84778,0.138768
0.703834,1.38428,7.76365,-3.85449,4.84107,0.184227
0.285632,1.81839,7.75909,-3.80334,4.46728,0.167144
-0.123669,2.22522,7.79224,-4.2677,4.65974,0.172201
-0.599564,2.64833,7.85477,-4.17399,4.19153,0.212012
-1.05124,3.06048,7.85958,-4.68457,4.30967,0.216103
-1.56746,3.48375,7.91368,-4.8067,4.06789,0.229489
-2.02417,3.83638,7.92872,-4.51393,3.54812,0.225442
-2.52811,4.15111,7.95379,-4.83303,3.49288,0.212372
-3.02016,4.46357,7.93507,-4.60465,3.03616,0.211268
-3.47037,4.68682,7.93872,-4.74846,2.86935,0.192062
-3.88926,4.88848,7.96478,-4.51695,2.46998,0.206873
-4.31154,5.08039,7.96804,-4.0545,1.96911,0.224223
-4.68006,5.26385,7.99057,-4.24675,1.71449,0.268564
-5.13057,5.36,8.05104,-3.98107,1.22667,0.320334
-5.47117,5.39711,8.06678,-3.45998,0.738307,0.313864
-5.86244,5.3952,8.07639,-3.40747,0.319042,0.310945
-6.14953,5.35769,8.06599,-3.21854,-0.0660347,0.268333
-6.43011,5.3024,8.08164,-2.67741,-0.355439,0.255935
-6.63361,5.21036,8.10987,-2.42249,-0.764365,0.258868
-6.77281,5.06957,8.13737,-1.9959,-1.00472,0.24198
-6.91609,4.86092,8.1873,-1.93005,-1.51713,0.256943
-7.00899,4.66408,8.22379,-1.55401,-1.82753,0.258579
-7.1198,4.37886,8.2321,-1.22586,-1.98723,0.233654
-7.14681,4.13434,8.24328,-0.981628,-2.45364,0.215506
-7.21999,3.8023,8.24137,-0.842305,-2.80717,0.173796
-7.24601,3.47665,8.24454,-0.577814,-2.83348,0.17403
-7.26616,3.13727,8.27739,-0.317169,-3.31587,0.19056
-7.23162,2.7156,8.25685,-0.0898754,-3.61387,0.15401
-7.16722,2.33054,8.25593,0.0114484,-3.60469,0.121703
-7.0362,1.96083,8.30274,0.35847,-4.07322,0.149174
-6.95833,1.51665,8.381,0.57982,-4.29137,0.206625
-6.88721,1.09328,8.40428,0.645283,-4.17463,0.225065
-6.75337,0.619252,8.45852,0.897935,-4.75193,0.239108
-6.59108,0.0755585,8.46091,1.08938,-4.92662,0.173115
-6.44119,-0.415597,8.4574,1.07107,-4.63652,0.145775
-6.26869,-0.896562,8.49441,1.23672,-4.96779,0.164642
-6.1607,-1.39099,8.47238,1.06836,-4.54827,0.144458
-6.01309,-1.83687,8.48636,1.15166,-4.54185,0.124591
-5.86518,-2.26502,8.49074,1.09325,-4.12981,0.126023
-5.70817,-2.64285,8.43318,1.0589,-3.79072,0.0781631
-5.62813,-3.0523,8.48098,0.880226,-3.33338,0.114037
-5.53787,-3.36049,8.42335,0.838964,-3.11554,0.0836675
-5.46981,-3.60118,8.39651,0.632584,-2.58596,0.0328228
-5.34371,-3.87976,8.36261,0.653932,-2.57916,-0.151695
-5.27028,-4.13621,8.28169,0.587311,-2.4685,-0.454761
-5.20873,-4.35041,8.23961,0.451108,-2.15629,-0.682551
-5.18535,-4.47261,8.18593,0.396323,-2.03048,-0.959032
-5.15091,-4.61755,8.04784,0.320595,-1.85903,-1.08597
-5.14402,-4.74641,7.96063,0.207537,-1.62206,-0.962426
-5.14424,-4.85674,7.81783,0.144909,-1.51132,-0.998868
-5.18558,-4.96033,7.70968,0.0230222,-1.30378,-0.883845
-5.18426,-5.05486,7.64522,-0.00789246,-1.23721,-0.935222
-5.16421,-5.1215,7.60216,-0.0356837,-1.10428,-0.904845
-5.16653,-5.14939,7.55217,-0.0823588,-0.927978,-0.802947
-5.16546,-5.15111,7.46978,-0.103405,-0.82054,-0.879024
-5.16389,-5.20312,7.41909,-0.110898,-0.728211,-0.865002
-5.21656,-5.27073,7.31862,-0.159337,-0.657544,-0.813095
-5.23433,-5.30571,7.21515,-0.179763,-0.619007,-0.900684
-5.27469,-5.37012,7.08391,-0.21176,-0.601878,-0.879861
-5.27012,-5.43455,7.02402,-0.193508,-0.546357,-0.673932
-5.29118,-5.41628,6.94392,-0.192999,-0.482412,-0.470688
-5.30899,-5.41485,6.94868,-0.194084,-0.456718,-0.055126
-5.35104,-5.36723,6.98508,-0.213995,-0.402252,0.204015
-5.36899,-5.37851,6.97647,-0.214802,-0.34298,0.203598
-5.37771,-5.3728,7.02155,-0.208106,-0.303052,0.153437
-5.4068,-5.35962,7.0179,-0.217015,-0.280761,0.0636108
-5.47622,-5.40159,7.06895,-0.255335,-0.297295,0.0540778
-5.47785,-5.44099,7.0641,-0.230442,-0.286911,0.0349937
