x_hat_0,x_hat_1,x_hat_2,x_hat_3,x_hat_4,x_hat_5
-8.34572,-11.0641,2.60043,-0.162054,0.0313246,0.198661
-8.36521,-11.0931,2.58285,-0.161376,0.00252791,0.180948
-8.40758,-11.1005,2.57694,-0.196016,-0.0487004,0.18544
-8.4155,-11.0777,2.60912,-0.0860907,-0.0089295,0.210845
-8.40674,-11.1114,2.59025,0.122276,0.0132778,0.196833
-8.45447,-11.1084,2.60671,0.300928,0.0523032,0.205532
-8.42046,-11.0903,2.65126,0.519095,-0.028472,0.28845
-8.3579,-11.1589,2.66322,0.808657,-0.101277,0.256095
-8.28259,-11.1324,2.6948,1.25043,-0.179698,0.25145
-8.20021,-11.125,2.72931,1.57631,-0.306352,0.220725
-8.04451,-11.1975,2.7777,1.63106,-0.45298,0.248219
-7.88775,-11.2075,2.77965,2.09399,-0.644349,0.206291
-7.70276,-11.3425,2.77811,2.16163,-0.808918,0.169533
-7.44588,-11.4617,2.76806,2.8842,-1.17779,0.159393
-7.15623,-11.6034,2.79003,2.64229,-1.18327,0.152434
-6.89841,-11.7013,2.7566,2.87046,-1.22002,0.0675359
-6.56867,-11.8544,2.74867,3.39111,-1.32287,0.0337542
-6.20876,-11.9238,2.75595,3.6002,-1.1925,0.041507
-5.87776,-12.0707,2.73426,3.39535,-1.06019,0.0659888
-5.50604,-12.1379,2.76499,3.87542,-0.861562,0.0697897
-5.1741,-12.2369,2.77611,3.61521,-0.521003,0.0566228
-4.77102,-12.2702,2.81764,4.05363,-0.27803,0.0796449
-4.38917,-12.311,2.79215,4.0697,-0.065831,0.084825
-3.9979,-12.272,2.90165,3.66522,0.350766,0.147196
-3.64833,-12.185,2.91612,3.92167,0.809228,0.145717
-3.29396,-12.1064,2.89947,3.84628,1.15196,0.133973
-2.90574,-11.9961,2.89236,3.52372,1.26194,0.136154
-2.55366,-11.8573,2.91412,3.80685,1.78926,0.130275
-2.22847,-11.6839,2.9376,3.71849,2.19706,0.114314
-1.88001,-11.4663,3.00738,3.33707,2.3171,0.160741
-1.4692,-11.2137,2.98435,3.72865,2.71405,0.177296
-1.10861,-10.8605,3.00059,3.68618,3.11721,0.14694
-0.728082,-10.5662,3.0492,3.32807,3.14409,0.144202
-0.377822,-10.268,3.00789,3.65793,3.59915,0.0730942
-0.0443001,-9.92389,3.02274,3.25073,3.404,0.0583988
0.352728,-9.59531,3.04999,3.49055,3.75857,0.0500539
0.740065,-9.17998,3.05858,3.23872,3.74874,0.0630445
1.05117,-8.8499,3.07416,2.62562,3.34934,0.0916954
1.33245,-8.47797,3.12221,2.58535,3.56504,0.120813
1.58153,-8.14116,3.15933,2.10798,3.38088,0.0779729
1.76873,-7.88988,3.14277,1.49277,2.86334,0.0468976
1.95973,-7.61511,3.13825,1.41598,2.89144,0.0615133
2.1244,-7.38802,3.11845,1.02919,2.37938,0.0879748
2.26709,-7.15842,3.12182,0.92495,2.29173,0.114915
2.33361,-6.93594,3.16159,0.628808,1.91692,0.329889
2.39214,-6.76913,3.2118,0.312138,1.38877,0.606791
2.50118,-6.64982,3.28056,0.286854,1.16216,1.01905
2.54787,-6.58065,3.41774,0.119271,0.766325,1.507
2.61213,-6.50742,3.56655,-0.0426332,0.434848,1.84773
2.62211,-6.4351,3.82006,-0.0744665,0.329061,2.4303
2.58955,-6.43172,4.11016,-0.165864,0.159699,2.83544
2.62252,-6.36806,4.41772,-0.224555,0.067263,2.9239
2.71247,-6.31197,4.72686,-0.147898,0.0609389,3.32463
2.74917,-6.25513,5.02939,-0.176565,-0.0449668,3.38999
2.72866,-6.21367,5.35224,-0.258072,-0.131811,3.11782
2.74219,-6.21433,5.6081,-0.223784,-0.140003,3.21127
2.75142,-6.21297,5.90073,-0.210855,-0.139601,2.99024
2.81575,-6.1867,6.16194,-0.230321,-0.193394,2.54864
2.82507,-6.17123,6.44163,-0.217447,-0.201302,2.4608
2.84636,-6.13987,6.65058,-0.197576,-0.153671,1.83623
2.84898,-6.11147,6.81437,-0.157392,-0.108604,1.56712
2.79629,-6.11604,6.9247,-0.227847,-0.169571,1.23407
2.79178,-6.13978,7.01535,-0.225437,-0.14165,0.809595
2.82204,-6.14842,7.09904,-0.137755,-0.0217097,0.560937
2.82026,-6.16782,7.18821,-0.0897029,0.132093,0.256408
2.81337,-6.10591,7.22098,-0.106439,0.225102,0.0467489
2.84506,-6.07437,7.1851,-0.0101064,0.530231,-0.0978806
2.83266,-5.9975,7.16977,0.0632412,0.985017,-0.141409
2.87657,-5.83426,7.21905,0.136532,1.38874,-0.0615074
2.83763,-5.71603,7.29017,0.148345,1.74351,0.0840127
2.86813,-5.48994,7.30621,0.212807,2.1496,0.105264
2.85088,-5.26013,7.32777,0.200896,2.33186,0.0851205
2.96916,-5.02759,7.34682,0.363914,2.85414,0.0809917
2.96864,-4.68529,7.39666,0.249922,2.76835,0.0812201
2.96459,-4.38679,7.3837,0.261492,3.25696,0.0227084
2.9902,-3.97832,7.41972,0.203656,3.5624,0.0147129
2.98293,-3.6591,7.42367,0.019638,3.4235,0.0217925
2.96303,-3.35809,7.45399,-0.1897,3.73266,0.0537338
2.97162,-2.99971,7.44478,-0.449864,3.85206,0.0468758
2.90103,-2.59236,7.46065,-0.756205,3.67943,0.0577749
2.80627,-2.19453,7.46143,-1.17172,4.14095,0.0682378
2.70977,-1.84045,7.4866,-1.42732,3.7869,0.101277
2.57341,-1.45769,7.54193,-1.9457,4.21213,0.110857
2.36344,-1.0426,7.55624,-2.40145,4.29409,0.0671311
2.07899,-0.628468,7.57854,-2.63638,3.99855,0.0473568
1.8438,-0.230692,7.62685,-3.1385,4.39086,0.097281
1.55998,0.20559,7.66967,-3.45552,4.47372,0.0950584
1.19362,0.675913,7.70264,-3.49405,4.1785,0.0680766
0.842775,1.09481,7.67706,-4.01345,4.60326,-0.0147391
0.415826,1.5821,7.72482,-4.28503,4.53282,0.0462332
-0.0150086,2.00201,7.72169,-4.12932,4.02398,0.0388088
-0.431886,2.39089,7.75789,-4.60621,4.21524,0.0512718
-0.913497,2.79387,7.82467,-4.39118,3.59967,0.100523
-1.36674,3.18246,7.83156,-4.92145,3.7063,0.11547
-1.8879,3.58412,7.88968,-4.96963,3.37607,0.132642
-2.33583,3.90493,7.90667,-4.52166,2.7207,0.134535
-2.82799,4.18535,7.93376,-4.81708,2.64431,0.123063
-3.30494,4.46457,7.91535,-4.45008,2.08273,0.133296
-3.73468,4.65155,7.92051,-4.54978,1.8954,0.117133
-4.13043,4.81921,7.94885,-4.20156,1.43236,0.138178
-4.52054,4.97484,7.9538,-3.57398,0.849905,0.165896
-4.85515,5.12292,7.97956,-3.76263,0.573725,0.222996
-5.2787,5.18264,8.04515,-3.38469,0.031277,0.282216
-5.5806,5.1814,8.06363,-2.71738,-0.498998,0.277279
-5.93437,5.14241,8.07514,-2.62018,-0.935136,0.277119
-6.18496,5.07113,8.06513,-2.38157,-1.32049,0.231322
-6.42744,4.98763,8.08152,-1.71836,-1.5834,0.217517
-6.58911,4.87096,8.11063,-1.4231,-1.98488,0.220057
-6.68726,4.7091,8.13845,-0.934653,-2.17141,0.198301
-6.79622,4.48057,8.18916,-0.891991,-2.67946,0.211525
-6.85921,4.26693,8.22567,-0.483337,-2.94418,0.210811
-6.94249,3.96909,8.23259,-0.132381,-3.01015,0.182513
-6.94258,3.71767,8.24239,0.0991155,-3.46058,0.162071
-6.99728,3.37545,8.23833,0.207941,-3.7619,0.115137
-7.00741,3.04743,8.23982,0.460659,-3.66653,0.118766
-7.01372,2.70857,8.27283,0.707899,-4.13026,0.137468
-6.96601,2.28335,8.25042,0.905392,-4.35984,0.100514
-6.8927,1.90327,8.24831,0.944022,-4.22354,0.0652931
-6.75342,1.54082,8.29594,1.27302,-4.67906,0.0949529
-6.67031,1.09889,8.37668,1.46007,-4.82193,0.156002
-6.59802,0.686143,8.40051,1.45954,-4.56255,0.178916
-6.46319,0.22083,8.45658,1.6795,-5.14883,0.191066
-6.29986,-0.320204,8.45759,1.82295,-5.2378,0.113983
-6.15425,-0.796227,8.45182,1.71456,-4.77062,0.0850355
-5.98887,-1.25753,8.48861,1.83026,-5.0702,0.105831
-5.89493,-1.72838,8.46447,1.55221,-4.4556,0.089257
-5.76336,-2.14128,8.47806,1.57884,-4.35965,0.0669006
-5.63272,-2.53175,8.48174,1.43705,-3.77791,0.072222
-5.49495,-2.8634,8.42143,1.32766,-3.30052,0.0279707
-5.43969,-3.22348,8.47132,1.05973,-2.68068,0.0679201
-5.37432,-3.47801,8.41185,0.96311,-2.3798,0.044941
-5.33232,-3.66393,8.38452,0.673533,-1.71828,-0.00864848
-5.22913,-3.89482,8.34726,0.657445,-1.69825,-0.225296
-5.17793,-4.11334,8.25599,0.548229,-1.56429,-0.579888
-5.13807,-4.29261,8.20097,0.360268,-1.19726,-0.849402
-5.13611,-4.38143,8.13082,0.282496,-1.07904,-1.17583
-5.11967,-4.50126,7.97321,0.181162,-0.905797,-1.30323
-5.13015,-4.60827,7.87552,0.0420459,-0.657987,-1.13014
-5.14586,-4.7004,7.72651,-0.0313947,-0.569837,-1.14103
-5.20214,-4.78964,7.61874,-0.167791,-0.365977,-0.972066
-5.21165,-4.87341,7.55905,-0.198306,-0.336769,-1.01454
-5.19919,-4.93264,7.5214,-0.226505,-0.231602,-0.962259
-5.20833,-4.95399,7.47829,-0.272792,-0.0792931,-0.822279
-5.21224,-4.95104,7.40155,-0.287482,-0.01464,-0.895773
-5.21382,-5.00351,7.35653,-0.285053,0.0415133,-0.866402
-5.27028,-5.07404,7.26066,-0.323065,0.0757833,-0.783208
-5.2891,-5.11271,7.16149,-0.332864,0.0671769,-0.871435
-5.33045,-5.1843,7.03306,-0.353179,0.0396385,-0.823804
-5.32397,-5.25672,6.98244,-0.320155,0.0617216,-0.562582
-5.34327,-5.24369,6.91529,-0.304894,0.082679,-0.301715
-5.35855,-5.24981,6.9421,-0.292809,0.0623813,0.203248
-5.39872,-5.20923,7.00518,-0.300369,0.0720769,0.50963
-5.41356,-5.23023,7.01761,-0.289576,0.100891,0.502514
-5.41872,-5.23308,7.07827,-0.272058,0.106289,0.421113
-5.44513,-5.22843,7.0808,-0.270972,0.0916525,0.296614
-5.51353,-5.28149,7.13532,-0.299764,0.0417471,0.259493
-5.51118,-5.33132,7.12887,-0.263722,0.0270783,0.220196
