x_hat_0,x_hat_1,x_hat_2,x_hat_3,x_hat_4,x_hat_5
2.83823,-6.13292,5.49442,0.0460749,0.151359,3.12058
2.84239,-6.1314,5.78981,0.0355611,0.130919,2.94628
2.90061,-6.10658,6.05952,0.000825334,0.0634002,2.5695
2.90508,-6.09299,6.35022,-0.00674456,0.0376194,2.51445
2.92104,-6.06483,6.57447,-0.0058637,0.0640775,1.9653
2.9184,-6.04054,6.75698,0.0134701,0.0887846,1.73455
2.86163,-6.04871,6.88651,-0.0701519,0.0159866,1.43919
2.85241,-6.07586,6.9967,-0.082909,0.0237891,1.0569
2.87706,-6.08942,7.09917,-0.0147123,0.117014,0.831353
2.86998,-6.11509,7.20544,0.0163238,0.241038,0.552745
2.85818,-6.06165,7.25458,-0.0106615,0.316449,0.354171
2.88434,-6.03897,7.23329,0.0688356,0.583692,0.207619
2.86693,-5.97467,7.22837,0.125327,0.990589,0.152182
2.9047,-5.82767,7.28292,0.186537,1.35796,0.211592
2.86157,-5.72529,7.35521,0.187318,1.67946,0.330952
2.88678,-5.51714,7.37095,0.241601,2.0567,0.333263
2.86575,-5.30353,7.39096,0.224197,2.23297,0.298712
2.97782,-5.08644,7.40787,0.375714,2.72015,0.279216
2.97448,-4.75886,7.45458,0.268299,2.66404,0.266532
2.96877,-4.47133,7.43967,0.275613,3.12879,0.197113
2.99278,-4.07592,7.47276,0.222344,3.43481,0.17781
2.98627,-3.76386,7.47417,0.0528937,3.33245,0.17082
2.96937,-3.46712,7.50102,-0.139798,3.63677,0.18893
2.98246,-3.11365,7.48891,-0.376387,3.77209,0.169899
2.91981,-2.70833,7.50133,-0.660193,3.64583,0.169547
2.83527,-2.31138,7.49893,-1.04499,4.09465,0.168598
2.74988,-1.95581,7.52037,-1.28511,3.79845,0.190595
2.62644,-1.57096,7.57169,-1.76742,4.21171,0.194143
2.4322,-1.156,7.58351,-2.19831,4.31324,0.147368
2.16339,-0.73865,7.60375,-2.435,4.07142,0.123664
1.94176,-0.336915,7.64955,-2.91243,4.45245,0.165568
1.67208,0.100545,7.69008,-3.22561,4.55265,0.160156
1.31765,0.574349,7.72145,-3.29289,4.31116,0.132132
0.97637,0.997718,7.696,-3.79691,4.71922,0.0499189
0.560088,1.48669,7.74239,-4.0806,4.6798,0.103613
0.135132,1.91418,7.73855,-3.97727,4.23751,0.0918335
-0.278471,2.31252,7.77326,-4.44786,4.42825,0.101062
-0.757823,2.72604,7.83796,-4.2933,3.88511,0.146053
-1.21089,3.12688,7.84383,-4.81336,3.9961,0.156024
-1.73012,3.53971,7.89999,-4.89803,3.70859,0.171747
-2.18318,3.87689,7.91605,-4.52696,3.11938,0.1711
-2.68201,4.17486,7.94219,-4.8333,3.0518,0.159245
-3.16727,4.47099,7.92367,-4.53449,2.54079,0.164212
-3.60798,4.67628,7.92812,-4.65491,2.3618,0.14692
-4.01595,4.86098,7.95537,-4.36352,1.92865,0.165228
-4.42293,5.03479,7.95952,-3.81675,1.38501,0.18813
-4.77514,5.20053,7.98369,-4.00527,1.11762,0.239215
-5.21264,5.27831,8.04675,-3.68139,0.600527,0.295069
-5.53442,5.29604,8.06389,-3.08495,0.0892796,0.289715
-5.90741,5.2753,8.0745,-3.00772,-0.340288,0.288515
-6.17646,5.22047,8.06435,-2.7915,-0.727271,0.244633
-6.43816,5.1505,8.08046,-2.18681,-1.00506,0.231833
-6.62084,5.04546,8.10921,-1.90915,-1.41171,0.234848
-6.73945,4.89336,8.13697,-1.44906,-1.62641,0.215779
-6.86531,4.67392,8.1874,-1.39229,-2.13768,0.230097
-6.9428,4.46785,8.22399,-0.997538,-2.42606,0.230756
-7.03935,4.17535,8.2317,-0.655694,-2.53947,0.204317
-7.0523,3.92642,8.24228,-0.41569,-2.99821,0.185171
-7.11551,3.5884,8.23937,-0.289662,-3.32572,0.140976
-7.13278,3.26059,8.24177,-0.0293094,-3.29101,0.143017
-7.14521,2.92051,8.27474,0.226172,-3.76363,0.160729
-7.10327,2.49622,8.2533,0.439891,-4.02677,0.124064
-7.03351,2.11275,8.25181,0.510956,-3.95312,0.0903777
-6.89745,1.74585,8.29908,0.849811,-4.41402,0.119012
-6.81612,1.30212,8.37861,1.05464,-4.59321,0.178323
-6.74358,0.883296,8.40217,1.0875,-4.40363,0.199057
-6.60842,0.41296,8.45735,1.32399,-4.98372,0.212208
-6.44483,-0.129905,8.45907,1.49141,-5.11371,0.140714
-6.29628,-0.614151,8.45447,1.42782,-4.73305,0.112604
-6.12654,-1.08593,8.49141,1.56803,-5.04626,0.13246
-6.02478,-1.56923,8.46833,1.34414,-4.52681,0.114103
-5.8844,-1.99934,8.48212,1.3982,-4.47302,0.0930122
-5.74442,-2.40933,8.48614,1.297,-3.97333,0.0964097
-5.59636,-2.76479,8.42718,1.22384,-3.56206,0.0503802
-5.5281,-3.15025,8.47601,0.999071,-3.02024,0.0883247
-5.44976,-3.43216,8.41742,0.92851,-2.75747,0.0616928
-5.3943,-3.64584,8.39029,0.678783,-2.15839,0.00952882
-5.2793,-3.9007,8.35474,0.67956,-2.14138,-0.19101
-5.2168,-4.13797,8.26879,0.589727,-2.01552,-0.519839
-5.16599,-4.33432,8.22048,0.425692,-1.67243,-0.768561
-5.15333,-4.43925,8.15886,0.357451,-1.5471,-1.07017
-5.128,-4.57089,8.01123,0.266979,-1.3716,-1.19757
-5.12998,-4.68801,7.91881,0.138992,-1.12628,-1.04949
-5.1382,-4.78835,7.77274,0.0691197,-1.02414,-1.07335
-5.18735,-4.88382,7.66451,-0.0617804,-0.815979,-0.931485
-5.19181,-4.972,7.60214,-0.0941585,-0.765891,-0.978452
-5.17596,-5.03391,7.56152,-0.12371,-0.644916,-0.937092
-5.18213,-5.05753,7.5147,-0.171633,-0.478944,-0.816044
-5.18401,-5.05592,7.43487,-0.190825,-0.391499,-0.89065
-5.18448,-5.10719,7.38684,-0.194556,-0.316118,-0.868722
-5.23952,-5.17536,7.28847,-0.238853,-0.262756,-0.800886
-5.25829,-5.21131,7.18698,-0.254911,-0.247132,-0.888462
-5.2996,-5.27849,7.057,-0.281889,-0.251904,-0.853864
-5.29451,-5.34616,7.00157,-0.256957,-0.212875,-0.619862
-5.31512,-5.32981,6.92766,-0.249664,-0.170386,-0.387301
-5.33205,-5.3315,6.94309,-0.24465,-0.16783,0.0735751
-5.37353,-5.28678,6.99245,-0.258773,-0.136059,0.357066
-5.39025,-5.30239,6.99412,-0.254078,-0.0924727,0.354101
-5.39747,-5.30052,7.047,-0.242188,-0.0703887,0.289129
-5.42548,-5.29122,7.04664,-0.246248,-0.0672492,0.182724
-5.49463,-5.33842,7.09976,-0.279887,-0.101248,0.160067
-5.49447,-5.38279,7.09448,-0.249448,-0.104241,0.131446
